EconState,XPState,TowerState,DragonState,VisionState,FightState,Action,Q_Value,IsBestAction
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,LowVision,WinningFight,Tower_Push,4.095605373382568,False
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,LowVision,WinningFight,Safe_Farm,4.292604446411133,False
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,LowVision,WinningFight,Dragon_Control,3.913257360458374,False
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,LowVision,WinningFight,Vision_Control,3.811983823776245,False
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,LowVision,WinningFight,Group_Attack,4.620792865753174,True
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,LowVision,WinningFight,Baron_Control,4.215035438537598,False
Econ_Behind,XP_HardBehind,TowerEven,DragonEven,LowVision,EvenFight,Tower_Push,3.4974253177642822,True
Econ_Behind,XP_HardBehind,TowerEven,DragonEven,LowVision,EvenFight,Safe_Farm,3.2953941822052,False
Econ_Behind,XP_HardBehind,TowerEven,DragonEven,LowVision,EvenFight,Dragon_Control,3.31086802482605,False
Econ_Behind,XP_HardBehind,TowerEven,DragonEven,LowVision,EvenFight,Vision_Control,3.0804340839385986,False
Econ_Behind,XP_HardBehind,TowerEven,DragonEven,LowVision,EvenFight,Group_Attack,3.2784018516540527,False
Econ_Behind,XP_HardBehind,TowerEven,DragonEven,LowVision,EvenFight,Baron_Control,3.2106692790985107,False
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,MedVision,EvenFight,Tower_Push,4.466382026672363,False
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,MedVision,EvenFight,Safe_Farm,4.732959270477295,False
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,MedVision,EvenFight,Dragon_Control,4.0093584060668945,False
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,MedVision,EvenFight,Vision_Control,4.281435489654541,False
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,MedVision,EvenFight,Group_Attack,4.790005207061768,True
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,MedVision,EvenFight,Baron_Control,4.348380088806152,False
Econ_HardBehind,XP_HardBehind,TowerBehind,DragonBehind,MedVision,LosingFight,Tower_Push,2.6863157749176025,False
Econ_HardBehind,XP_HardBehind,TowerBehind,DragonBehind,MedVision,LosingFight,Safe_Farm,2.890162467956543,False
Econ_HardBehind,XP_HardBehind,TowerBehind,DragonBehind,MedVision,LosingFight,Dragon_Control,2.5549581050872803,False
Econ_HardBehind,XP_HardBehind,TowerBehind,DragonBehind,MedVision,LosingFight,Vision_Control,3.031388521194458,True
Econ_HardBehind,XP_HardBehind,TowerBehind,DragonBehind,MedVision,LosingFight,Group_Attack,2.7294905185699463,False
Econ_HardBehind,XP_HardBehind,TowerBehind,DragonBehind,MedVision,LosingFight,Baron_Control,2.479837417602539,False
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,LowVision,LosingFight,Tower_Push,3.14266037940979,False
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,LowVision,LosingFight,Safe_Farm,3.176424503326416,True
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,LowVision,LosingFight,Dragon_Control,2.9141006469726562,False
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,LowVision,LosingFight,Vision_Control,3.048300266265869,False
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,LowVision,LosingFight,Group_Attack,2.97341251373291,False
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,LowVision,LosingFight,Baron_Control,2.93719744682312,False
Econ_Behind,XP_HardBehind,TowerEven,DragonAhead,MedVision,LosingFight,Tower_Push,3.615349769592285,False
Econ_Behind,XP_HardBehind,TowerEven,DragonAhead,MedVision,LosingFight,Safe_Farm,3.69567608833313,False
Econ_Behind,XP_HardBehind,TowerEven,DragonAhead,MedVision,LosingFight,Dragon_Control,3.8783481121063232,False
Econ_Behind,XP_HardBehind,TowerEven,DragonAhead,MedVision,LosingFight,Vision_Control,3.59641432762146,False
Econ_Behind,XP_HardBehind,TowerEven,DragonAhead,MedVision,LosingFight,Group_Attack,3.5432612895965576,False
Econ_Behind,XP_HardBehind,TowerEven,DragonAhead,MedVision,LosingFight,Baron_Control,3.895740509033203,True
Econ_Ahead,XP_Even,TowerEven,DragonBehind,MedVision,EvenFight,Tower_Push,4.093264102935791,False
Econ_Ahead,XP_Even,TowerEven,DragonBehind,MedVision,EvenFight,Safe_Farm,4.348750591278076,False
Econ_Ahead,XP_Even,TowerEven,DragonBehind,MedVision,EvenFight,Dragon_Control,3.8988168239593506,False
Econ_Ahead,XP_Even,TowerEven,DragonBehind,MedVision,EvenFight,Vision_Control,4.183681964874268,False
Econ_Ahead,XP_Even,TowerEven,DragonBehind,MedVision,EvenFight,Group_Attack,4.3566060066223145,True
Econ_Ahead,XP_Even,TowerEven,DragonBehind,MedVision,EvenFight,Baron_Control,3.8838493824005127,False
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,MedVision,LosingFight,Tower_Push,3.2436132431030273,False
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,MedVision,LosingFight,Safe_Farm,3.2671031951904297,False
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,MedVision,LosingFight,Dragon_Control,2.904844045639038,False
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,MedVision,LosingFight,Vision_Control,3.2718241214752197,True
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,MedVision,LosingFight,Group_Attack,3.154202938079834,False
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,MedVision,LosingFight,Baron_Control,2.8403308391571045,False
Econ_Crushing,XP_Ahead,TowerEven,DragonAhead,HighVision,WinningFight,Tower_Push,4.477118492126465,False
Econ_Crushing,XP_Ahead,TowerEven,DragonAhead,HighVision,WinningFight,Safe_Farm,4.778178691864014,False
Econ_Crushing,XP_Ahead,TowerEven,DragonAhead,HighVision,WinningFight,Dragon_Control,5.0401201248168945,False
Econ_Crushing,XP_Ahead,TowerEven,DragonAhead,HighVision,WinningFight,Vision_Control,4.743272304534912,False
Econ_Crushing,XP_Ahead,TowerEven,DragonAhead,HighVision,WinningFight,Group_Attack,5.097677230834961,True
Econ_Crushing,XP_Ahead,TowerEven,DragonAhead,HighVision,WinningFight,Baron_Control,5.013241767883301,False
Econ_Ahead,XP_Ahead,TowerEven,DragonAhead,HighVision,WinningFight,Tower_Push,4.46583890914917,False
Econ_Ahead,XP_Ahead,TowerEven,DragonAhead,HighVision,WinningFight,Safe_Farm,4.604965686798096,False
Econ_Ahead,XP_Ahead,TowerEven,DragonAhead,HighVision,WinningFight,Dragon_Control,4.915796756744385,False
Econ_Ahead,XP_Ahead,TowerEven,DragonAhead,HighVision,WinningFight,Vision_Control,4.668139457702637,False
Econ_Ahead,XP_Ahead,TowerEven,DragonAhead,HighVision,WinningFight,Group_Attack,5.001724720001221,True
Econ_Ahead,XP_Ahead,TowerEven,DragonAhead,HighVision,WinningFight,Baron_Control,4.913530349731445,False
Econ_Even,XP_Even,TowerEven,DragonBehind,MedVision,WinningFight,Tower_Push,4.301613807678223,False
Econ_Even,XP_Even,TowerEven,DragonBehind,MedVision,WinningFight,Safe_Farm,4.053579330444336,False
Econ_Even,XP_Even,TowerEven,DragonBehind,MedVision,WinningFight,Dragon_Control,3.839317560195923,False
Econ_Even,XP_Even,TowerEven,DragonBehind,MedVision,WinningFight,Vision_Control,4.10248327255249,False
Econ_Even,XP_Even,TowerEven,DragonBehind,MedVision,WinningFight,Group_Attack,4.514224052429199,True
Econ_Even,XP_Even,TowerEven,DragonBehind,MedVision,WinningFight,Baron_Control,3.7508983612060547,False
Econ_Ahead,XP_Dominating,TowerEven,DragonEven,LowVision,EvenFight,Tower_Push,4.579442024230957,False
Econ_Ahead,XP_Dominating,TowerEven,DragonEven,LowVision,EvenFight,Safe_Farm,4.711373805999756,True
Econ_Ahead,XP_Dominating,TowerEven,DragonEven,LowVision,EvenFight,Dragon_Control,4.421619415283203,False
Econ_Ahead,XP_Dominating,TowerEven,DragonEven,LowVision,EvenFight,Vision_Control,4.055947780609131,False
Econ_Ahead,XP_Dominating,TowerEven,DragonEven,LowVision,EvenFight,Group_Attack,4.697588920593262,False
Econ_Ahead,XP_Dominating,TowerEven,DragonEven,LowVision,EvenFight,Baron_Control,4.555912017822266,False
Econ_Behind,XP_Behind,TowerEven,DragonAhead,LowVision,LosingFight,Tower_Push,3.8165102005004883,False
Econ_Behind,XP_Behind,TowerEven,DragonAhead,LowVision,LosingFight,Safe_Farm,3.8295645713806152,False
Econ_Behind,XP_Behind,TowerEven,DragonAhead,LowVision,LosingFight,Dragon_Control,4.140994071960449,False
Econ_Behind,XP_Behind,TowerEven,DragonAhead,LowVision,LosingFight,Vision_Control,3.48342227935791,False
Econ_Behind,XP_Behind,TowerEven,DragonAhead,LowVision,LosingFight,Group_Attack,3.7442917823791504,False
Econ_Behind,XP_Behind,TowerEven,DragonAhead,LowVision,LosingFight,Baron_Control,4.142823696136475,True
Econ_Even,XP_Ahead,TowerEven,DragonEven,MedVision,EvenFight,Tower_Push,4.347679615020752,False
Econ_Even,XP_Ahead,TowerEven,DragonEven,MedVision,EvenFight,Safe_Farm,4.403942584991455,True
Econ_Even,XP_Ahead,TowerEven,DragonEven,MedVision,EvenFight,Dragon_Control,4.174080848693848,False
Econ_Even,XP_Ahead,TowerEven,DragonEven,MedVision,EvenFight,Vision_Control,4.187261581420898,False
Econ_Even,XP_Ahead,TowerEven,DragonEven,MedVision,EvenFight,Group_Attack,4.398857116699219,False
Econ_Even,XP_Ahead,TowerEven,DragonEven,MedVision,EvenFight,Baron_Control,4.284400939941406,False
Econ_HardBehind,XP_HardBehind,TowerBehind,DragonAhead,HighVision,LosingFight,Tower_Push,2.8049025535583496,False
Econ_HardBehind,XP_HardBehind,TowerBehind,DragonAhead,HighVision,LosingFight,Safe_Farm,3.166186571121216,False
Econ_HardBehind,XP_HardBehind,TowerBehind,DragonAhead,HighVision,LosingFight,Dragon_Control,3.448439121246338,True
Econ_HardBehind,XP_HardBehind,TowerBehind,DragonAhead,HighVision,LosingFight,Vision_Control,3.1623518466949463,False
Econ_HardBehind,XP_HardBehind,TowerBehind,DragonAhead,HighVision,LosingFight,Group_Attack,2.787658929824829,False
Econ_HardBehind,XP_HardBehind,TowerBehind,DragonAhead,HighVision,LosingFight,Baron_Control,3.1463394165039062,False
Econ_Behind,XP_HardBehind,TowerEven,DragonEven,HighVision,LosingFight,Tower_Push,3.297856092453003,False
Econ_Behind,XP_HardBehind,TowerEven,DragonEven,HighVision,LosingFight,Safe_Farm,3.276428699493408,False
Econ_Behind,XP_HardBehind,TowerEven,DragonEven,HighVision,LosingFight,Dragon_Control,3.194998025894165,False
Econ_Behind,XP_HardBehind,TowerEven,DragonEven,HighVision,LosingFight,Vision_Control,3.669766664505005,True
Econ_Behind,XP_HardBehind,TowerEven,DragonEven,HighVision,LosingFight,Group_Attack,3.3159873485565186,False
Econ_Behind,XP_HardBehind,TowerEven,DragonEven,HighVision,LosingFight,Baron_Control,3.1062183380126953,False
Econ_Ahead,XP_Ahead,TowerEven,DragonEven,MedVision,EvenFight,Tower_Push,4.385686874389648,False
Econ_Ahead,XP_Ahead,TowerEven,DragonEven,MedVision,EvenFight,Safe_Farm,4.6203484535217285,True
Econ_Ahead,XP_Ahead,TowerEven,DragonEven,MedVision,EvenFight,Dragon_Control,4.351700305938721,False
Econ_Ahead,XP_Ahead,TowerEven,DragonEven,MedVision,EvenFight,Vision_Control,4.284369945526123,False
Econ_Ahead,XP_Ahead,TowerEven,DragonEven,MedVision,EvenFight,Group_Attack,4.588642597198486,False
Econ_Ahead,XP_Ahead,TowerEven,DragonEven,MedVision,EvenFight,Baron_Control,4.374662399291992,False
Econ_Ahead,XP_Ahead,TowerEven,DragonEven,HighVision,EvenFight,Tower_Push,4.353238105773926,False
Econ_Ahead,XP_Ahead,TowerEven,DragonEven,HighVision,EvenFight,Safe_Farm,4.579995155334473,False
Econ_Ahead,XP_Ahead,TowerEven,DragonEven,HighVision,EvenFight,Dragon_Control,4.2300872802734375,False
Econ_Ahead,XP_Ahead,TowerEven,DragonEven,HighVision,EvenFight,Vision_Control,4.513832092285156,False
Econ_Ahead,XP_Ahead,TowerEven,DragonEven,HighVision,EvenFight,Group_Attack,4.593422889709473,True
Econ_Ahead,XP_Ahead,TowerEven,DragonEven,HighVision,EvenFight,Baron_Control,4.273653984069824,False
Econ_Even,XP_Even,TowerEven,DragonAhead,HighVision,WinningFight,Tower_Push,4.049675464630127,False
Econ_Even,XP_Even,TowerEven,DragonAhead,HighVision,WinningFight,Safe_Farm,3.944220542907715,False
Econ_Even,XP_Even,TowerEven,DragonAhead,HighVision,WinningFight,Dragon_Control,4.2861480712890625,False
Econ_Even,XP_Even,TowerEven,DragonAhead,HighVision,WinningFight,Vision_Control,4.1303558349609375,False
Econ_Even,XP_Even,TowerEven,DragonAhead,HighVision,WinningFight,Group_Attack,4.320224285125732,True
Econ_Even,XP_Even,TowerEven,DragonAhead,HighVision,WinningFight,Baron_Control,4.26422119140625,False
Econ_Ahead,XP_Ahead,TowerEven,DragonAhead,LowVision,WinningFight,Tower_Push,4.588558197021484,False
Econ_Ahead,XP_Ahead,TowerEven,DragonAhead,LowVision,WinningFight,Safe_Farm,4.723812580108643,False
Econ_Ahead,XP_Ahead,TowerEven,DragonAhead,LowVision,WinningFight,Dragon_Control,5.004350185394287,True
Econ_Ahead,XP_Ahead,TowerEven,DragonAhead,LowVision,WinningFight,Vision_Control,4.229905128479004,False
Econ_Ahead,XP_Ahead,TowerEven,DragonAhead,LowVision,WinningFight,Group_Attack,4.962501525878906,False
Econ_Ahead,XP_Ahead,TowerEven,DragonAhead,LowVision,WinningFight,Baron_Control,4.798603534698486,False
Econ_Even,XP_Even,TowerEven,DragonEven,MedVision,LosingFight,Tower_Push,3.975900888442993,False
Econ_Even,XP_Even,TowerEven,DragonEven,MedVision,LosingFight,Safe_Farm,4.160036087036133,True
Econ_Even,XP_Even,TowerEven,DragonEven,MedVision,LosingFight,Dragon_Control,3.80468487739563,False
Econ_Even,XP_Even,TowerEven,DragonEven,MedVision,LosingFight,Vision_Control,3.932821035385132,False
Econ_Even,XP_Even,TowerEven,DragonEven,MedVision,LosingFight,Group_Attack,3.939537286758423,False
Econ_Even,XP_Even,TowerEven,DragonEven,MedVision,LosingFight,Baron_Control,3.8603692054748535,False
Econ_Behind,XP_Even,TowerEven,DragonBehind,HighVision,LosingFight,Tower_Push,3.522280693054199,False
Econ_Behind,XP_Even,TowerEven,DragonBehind,HighVision,LosingFight,Safe_Farm,3.4936649799346924,False
Econ_Behind,XP_Even,TowerEven,DragonBehind,HighVision,LosingFight,Dragon_Control,2.934495687484741,False
Econ_Behind,XP_Even,TowerEven,DragonBehind,HighVision,LosingFight,Vision_Control,3.6832916736602783,True
Econ_Behind,XP_Even,TowerEven,DragonBehind,HighVision,LosingFight,Group_Attack,3.3964736461639404,False
Econ_Behind,XP_Even,TowerEven,DragonBehind,HighVision,LosingFight,Baron_Control,3.1546082496643066,False
Econ_Even,XP_Dominating,TowerEven,DragonAhead,MedVision,EvenFight,Tower_Push,4.589439868927002,False
Econ_Even,XP_Dominating,TowerEven,DragonAhead,MedVision,EvenFight,Safe_Farm,4.666830539703369,False
Econ_Even,XP_Dominating,TowerEven,DragonAhead,MedVision,EvenFight,Dragon_Control,4.808753490447998,False
Econ_Even,XP_Dominating,TowerEven,DragonAhead,MedVision,EvenFight,Vision_Control,4.281679153442383,False
Econ_Even,XP_Dominating,TowerEven,DragonAhead,MedVision,EvenFight,Group_Attack,4.6291584968566895,False
Econ_Even,XP_Dominating,TowerEven,DragonAhead,MedVision,EvenFight,Baron_Control,4.812629699707031,True
Econ_Ahead,XP_Behind,TowerEven,DragonEven,HighVision,WinningFight,Tower_Push,3.8826394081115723,False
Econ_Ahead,XP_Behind,TowerEven,DragonEven,HighVision,WinningFight,Safe_Farm,4.006913185119629,False
Econ_Ahead,XP_Behind,TowerEven,DragonEven,HighVision,WinningFight,Dragon_Control,4.092591285705566,False
Econ_Ahead,XP_Behind,TowerEven,DragonEven,HighVision,WinningFight,Vision_Control,4.316556930541992,False
Econ_Ahead,XP_Behind,TowerEven,DragonEven,HighVision,WinningFight,Group_Attack,4.455504894256592,True
Econ_Ahead,XP_Behind,TowerEven,DragonEven,HighVision,WinningFight,Baron_Control,3.9672980308532715,False
Econ_Ahead,XP_Dominating,TowerEven,DragonEven,HighVision,EvenFight,Tower_Push,4.508608341217041,False
Econ_Ahead,XP_Dominating,TowerEven,DragonEven,HighVision,EvenFight,Safe_Farm,4.74269962310791,True
Econ_Ahead,XP_Dominating,TowerEven,DragonEven,HighVision,EvenFight,Dragon_Control,4.359302997589111,False
Econ_Ahead,XP_Dominating,TowerEven,DragonEven,HighVision,EvenFight,Vision_Control,4.567748546600342,False
Econ_Ahead,XP_Dominating,TowerEven,DragonEven,HighVision,EvenFight,Group_Attack,4.709013938903809,False
Econ_Ahead,XP_Dominating,TowerEven,DragonEven,HighVision,EvenFight,Baron_Control,4.489481449127197,False
Econ_Behind,XP_Even,TowerEven,DragonAhead,HighVision,EvenFight,Tower_Push,3.9293432235717773,False
Econ_Behind,XP_Even,TowerEven,DragonAhead,HighVision,EvenFight,Safe_Farm,3.82777738571167,False
Econ_Behind,XP_Even,TowerEven,DragonAhead,HighVision,EvenFight,Dragon_Control,3.9780776500701904,True
Econ_Behind,XP_Even,TowerEven,DragonAhead,HighVision,EvenFight,Vision_Control,3.8583123683929443,False
Econ_Behind,XP_Even,TowerEven,DragonAhead,HighVision,EvenFight,Group_Attack,3.676809310913086,False
Econ_Behind,XP_Even,TowerEven,DragonAhead,HighVision,EvenFight,Baron_Control,3.976097583770752,False
Econ_Ahead,XP_Dominating,TowerEven,DragonAhead,MedVision,EvenFight,Tower_Push,4.721489906311035,False
Econ_Ahead,XP_Dominating,TowerEven,DragonAhead,MedVision,EvenFight,Safe_Farm,5.010983943939209,False
Econ_Ahead,XP_Dominating,TowerEven,DragonAhead,MedVision,EvenFight,Dragon_Control,5.083015441894531,False
Econ_Ahead,XP_Dominating,TowerEven,DragonAhead,MedVision,EvenFight,Vision_Control,4.544650554656982,False
Econ_Ahead,XP_Dominating,TowerEven,DragonAhead,MedVision,EvenFight,Group_Attack,4.982412338256836,False
Econ_Ahead,XP_Dominating,TowerEven,DragonAhead,MedVision,EvenFight,Baron_Control,5.113972187042236,True
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,HighVision,WinningFight,Tower_Push,4.38134765625,False
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,HighVision,WinningFight,Safe_Farm,4.631250858306885,False
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,HighVision,WinningFight,Dragon_Control,4.167393207550049,False
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,HighVision,WinningFight,Vision_Control,4.528483867645264,False
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,HighVision,WinningFight,Group_Attack,4.921244144439697,True
Econ_Crushing,XP_Dominating,TowerEven,DragonBehind,HighVision,WinningFight,Baron_Control,4.281063079833984,False
Econ_Behind,XP_HardBehind,TowerEven,DragonAhead,HighVision,LosingFight,Tower_Push,3.492422103881836,False
Econ_Behind,XP_HardBehind,TowerEven,DragonAhead,HighVision,LosingFight,Safe_Farm,3.5227110385894775,False
Econ_Behind,XP_HardBehind,TowerEven,DragonAhead,HighVision,LosingFight,Dragon_Control,3.6736156940460205,False
Econ_Behind,XP_HardBehind,TowerEven,DragonAhead,HighVision,LosingFight,Vision_Control,3.706744432449341,True
Econ_Behind,XP_HardBehind,TowerEven,DragonAhead,HighVision,LosingFight,Group_Attack,3.4145708084106445,False
Econ_Behind,XP_HardBehind,TowerEven,DragonAhead,HighVision,LosingFight,Baron_Control,3.6649844646453857,False
Econ_Even,XP_Dominating,TowerEven,DragonEven,HighVision,EvenFight,Tower_Push,4.4468092918396,True
Econ_Even,XP_Dominating,TowerEven,DragonEven,HighVision,EvenFight,Safe_Farm,4.371830463409424,False
Econ_Even,XP_Dominating,TowerEven,DragonEven,HighVision,EvenFight,Dragon_Control,3.9981486797332764,False
Econ_Even,XP_Dominating,TowerEven,DragonEven,HighVision,EvenFight,Vision_Control,4.385013580322266,False
Econ_Even,XP_Dominating,TowerEven,DragonEven,HighVision,EvenFight,Group_Attack,4.270094871520996,False
Econ_Even,XP_Dominating,TowerEven,DragonEven,HighVision,EvenFight,Baron_Control,4.269876480102539,False
Econ_Ahead,XP_Dominating,TowerEven,DragonBehind,HighVision,WinningFight,Tower_Push,4.3538336753845215,False
Econ_Ahead,XP_Dominating,TowerEven,DragonBehind,HighVision,WinningFight,Safe_Farm,4.362118244171143,False
Econ_Ahead,XP_Dominating,TowerEven,DragonBehind,HighVision,WinningFight,Dragon_Control,3.9763615131378174,False
Econ_Ahead,XP_Dominating,TowerEven,DragonBehind,HighVision,WinningFight,Vision_Control,4.46158504486084,False
Econ_Ahead,XP_Dominating,TowerEven,DragonBehind,HighVision,WinningFight,Group_Attack,4.811740398406982,True
Econ_Ahead,XP_Dominating,TowerEven,DragonBehind,HighVision,WinningFight,Baron_Control,4.236945152282715,False
Econ_Ahead,XP_Ahead,TowerAhead,DragonBehind,MedVision,WinningFight,Tower_Push,4.621676445007324,False
Econ_Ahead,XP_Ahead,TowerAhead,DragonBehind,MedVision,WinningFight,Safe_Farm,4.377057075500488,False
Econ_Ahead,XP_Ahead,TowerAhead,DragonBehind,MedVision,WinningFight,Dragon_Control,3.9616034030914307,False
Econ_Ahead,XP_Ahead,TowerAhead,DragonBehind,MedVision,WinningFight,Vision_Control,4.146693229675293,False
Econ_Ahead,XP_Ahead,TowerAhead,DragonBehind,MedVision,WinningFight,Group_Attack,4.626548767089844,True
Econ_Ahead,XP_Ahead,TowerAhead,DragonBehind,MedVision,WinningFight,Baron_Control,4.093752861022949,False
Econ_Ahead,XP_Dominating,TowerEven,DragonAhead,HighVision,WinningFight,Tower_Push,4.673274993896484,False
Econ_Ahead,XP_Dominating,TowerEven,DragonAhead,HighVision,WinningFight,Safe_Farm,4.769351482391357,False
Econ_Ahead,XP_Dominating,TowerEven,DragonAhead,HighVision,WinningFight,Dragon_Control,5.046171188354492,False
Econ_Ahead,XP_Dominating,TowerEven,DragonAhead,HighVision,WinningFight,Vision_Control,4.734820365905762,False
Econ_Ahead,XP_Dominating,TowerEven,DragonAhead,HighVision,WinningFight,Group_Attack,5.078765869140625,True
Econ_Ahead,XP_Dominating,TowerEven,DragonAhead,HighVision,WinningFight,Baron_Control,4.966151237487793,False
Econ_Crushing,XP_Dominating,TowerEven,DragonEven,MedVision,EvenFight,Tower_Push,4.728631496429443,False
Econ_Crushing,XP_Dominating,TowerEven,DragonEven,MedVision,EvenFight,Safe_Farm,5.13139533996582,True
Econ_Crushing,XP_Dominating,TowerEven,DragonEven,MedVision,EvenFight,Dragon_Control,4.7524285316467285,False
Econ_Crushing,XP_Dominating,TowerEven,DragonEven,MedVision,EvenFight,Vision_Control,4.616217613220215,False
Econ_Crushing,XP_Dominating,TowerEven,DragonEven,MedVision,EvenFight,Group_Attack,5.032472133636475,False
Econ_Crushing,XP_Dominating,TowerEven,DragonEven,MedVision,EvenFight,Baron_Control,4.798824310302734,False
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,HighVision,LosingFight,Tower_Push,3.1512973308563232,False
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,HighVision,LosingFight,Safe_Farm,3.1729798316955566,False
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,HighVision,LosingFight,Dragon_Control,2.744227886199951,False
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,HighVision,LosingFight,Vision_Control,3.332143783569336,True
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,HighVision,LosingFight,Group_Attack,3.120265007019043,False
Econ_Behind,XP_HardBehind,TowerEven,DragonBehind,HighVision,LosingFight,Baron_Control,2.6556754112243652,False
Econ_Crushing,XP_Ahead,TowerEven,DragonAhead,MedVision,WinningFight,Tower_Push,4.527316093444824,False
Econ_Crushing,XP_Ahead,TowerEven,DragonAhead,MedVision,WinningFight,Safe_Farm,4.84948205947876,False
Econ_Crushing,XP_Ahead,TowerEven,DragonAhead,MedVision,WinningFight,Dragon_Control,5.080224514007568,True
Econ_Crushing,XP_Ahead,TowerEven,DragonAhead,MedVision,WinningFight,Vision_Control,4.539853096008301,False
Econ_Crushing,XP_Ahead,TowerEven,DragonAhead,MedVision,WinningFight,Group_Attack,5.080183029174805,False
Econ_Crushing,XP_Ahead,TowerEven,DragonAhead,MedVision,WinningFight,Baron_Control,5.051656723022461,False
Econ_Even,XP_Even,TowerEven,DragonAhead,LowVision,LosingFight,Tower_Push,3.9599597454071045,False
Econ_Even,XP_Even,TowerEven,DragonAhead,LowVision,LosingFight,Safe_Farm,4.12169075012207,False
Econ_Even,XP_Even,TowerEven,DragonAhead,LowVision,LosingFight,Dragon_Control,4.221728324890137,True
Econ_Even,XP_Even,TowerEven,DragonAhead,LowVision,LosingFight,Vision_Control,3.581062078475952,False
Econ_Even,XP_Even,TowerEven,DragonAhead,LowVision,LosingFight,Group_Attack,3.877640962600708,False
Econ_Even,XP_Even,TowerEven,DragonAhead,LowVision,LosingFight,Baron_Control,4.195893287658691,False
Econ_Even,XP_Even,TowerEven,DragonEven,LowVision,LosingFight,Tower_Push,3.88219952583313,False
Econ_Even,XP_Even,TowerEven,DragonEven,LowVision,LosingFight,Safe_Farm,4.038175106048584,True
Econ_Even,XP_Even,TowerEven,DragonEven,LowVision,LosingFight,Dragon_Control,3.737543821334839,False
Econ_Even,XP_Even,TowerEven,DragonEven,LowVision,LosingFight,Vision_Control,3.5001049041748047,False
Econ_Even,XP_Even,TowerEven,DragonEven,LowVision,LosingFight,Group_Attack,3.7784409523010254,False
Econ_Even,XP_Even,TowerEven,DragonEven,LowVision,LosingFight,Baron_Control,3.8070433139801025,False
Econ_Ahead,XP_Behind,TowerEven,DragonAhead,MedVision,EvenFight,Tower_Push,4.0128278732299805,False
Econ_Ahead,XP_Behind,TowerEven,DragonAhead,MedVision,EvenFight,Safe_Farm,4.315598964691162,False
Econ_Ahead,XP_Behind,TowerEven,DragonAhead,MedVision,EvenFight,Dragon_Control,4.4748711585998535,True
Econ_Ahead,XP_Behind,TowerEven,DragonAhead,MedVision,EvenFight,Vision_Control,4.21054220199585,False
Econ_Ahead,XP_Behind,TowerEven,DragonAhead,MedVision,EvenFight,Group_Attack,4.333430290222168,False
Econ_Ahead,XP_Behind,TowerEven,DragonAhead,MedVision,EvenFight,Baron_Control,4.449386119842529,False
Econ_Even,XP_Ahead,TowerEven,DragonBehind,HighVision,WinningFight,Tower_Push,4.0659708976745605,False
Econ_Even,XP_Ahead,TowerEven,DragonBehind,HighVision,WinningFight,Safe_Farm,3.711052179336548,False
Econ_Even,XP_Ahead,TowerEven,DragonBehind,HighVision,WinningFight,Dragon_Control,3.3859684467315674,False
Econ_Even,XP_Ahead,TowerEven,DragonBehind,HighVision,WinningFight,Vision_Control,4.05078649520874,False
Econ_Even,XP_Ahead,TowerEven,DragonBehind,HighVision,WinningFight,Group_Attack,4.175229549407959,True
Econ_Even,XP_Ahead,TowerEven,DragonBehind,HighVision,WinningFight,Baron_Control,3.621845006942749,False
Econ_Ahead,XP_Dominating,TowerEven,DragonEven,MedVision,WinningFight,Tower_Push,4.703616142272949,False
Econ_Ahead,XP_Dominating,TowerEven,DragonEven,MedVision,WinningFight,Safe_Farm,4.734267711639404,False
